Rank,Song,Artist,Last_Week,Peak_Position,Weeks_on_Chart,Date
42,Obsessed,Olivia Rodrigo,43,14,4,2024-04-27
43,Illusion,Dua Lipa,NEW,43,1,2024-04-27
44,"Good Luck, Babe!",Chappell Roan,77,44,2,2024-04-27
45,FE!N,Travis Scott Featuring Playboi Carti,47,5,24,2024-04-27
46,Wild Ones,Jessie Murph & Jelly Roll,49,35,28,2024-04-27
47,II Most Wanted,Beyonce & Miley Cyrus,30,6,3,2024-04-27
48,Houdini,Dua Lipa,45,11,23,2024-04-27
49,Slow It Down,Benson Boone,40,40,4,2024-04-27
50,Wildflowers And Wild Horses,Lainey Wilson,55,48,12,2024-04-27
51,Drink N Dance,Future & Metro Boomin,NEW,51,1,2024-04-27
52,Get In With Me,BossMan Dlow,57,49,11,2024-04-27
53,Hell N Back,Bakar Featuring Summer Walker,73,53,2,2024-04-27
54,Jealous,Future & Metro Boomin,NEW,54,1,2024-04-27
55,Enough (Miami),Cardi B,58,9,5,2024-04-27
56,Scared To Start,Michael Marcagi,54,54,9,2024-04-27
57,La Diabla,Xavi,64,20,18,2024-04-27
58,Tell Ur Girlfriend,Lay Bankz,NEW,58,1,2024-04-27
59,Let's Go,Key Glock & Young Dolph,99,59,6,2024-04-27
60,Selfish,Justin Timberlake,50,19,12,2024-04-27
61,All My Life,"Future, Metro Boomin & Lil Baby",NEW,61,1,2024-04-27
62,Back Then Right Now,Tyler Hubbard,86,62,5,2024-04-27
63,Mmhmm,BigXthaPlug,68,63,17,2024-04-27
64,Bulletproof,Nate Smith,94,64,2,2024-04-27
65,Everybody,Nicki Minaj Featuring Lil Uzi Vert,69,24,19,2024-04-27
66,Outskirts,Sam Hunt,74,66,6,2024-04-27
67,All To Myself,"Future, Metro Boomin & The Weeknd",NEW,67,1,2024-04-27
68,Tu Name,Fuerza Regida,81,66,9,2024-04-27
69,Cry,Benson Boone,60,60,2,2024-04-27
70,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",76,51,17,2024-04-27
71,Show Of Hands,"Future, Metro Boomin & A$AP Rocky",NEW,71,1,2024-04-27
72,Young Metro,"Future, Metro Boomin & The Weeknd",56,9,4,2024-04-27
73,Luv Bad Bitches,"Future, Metro Boomin & Brownstone",NEW,73,1,2024-04-27
74,23,Chayce Beckham,52,45,16,2024-04-27
75,Wind Up Missin' You,Tucker Wetmore,92,75,3,2024-04-27
76,Praise Jah In The Moonlight,YG Marley,75,34,12,2024-04-27
77,This Sunday,Future & Metro Boomin,NEW,77,1,2024-04-27
78,Training Season,Dua Lipa,63,27,9,2024-04-27
79,Overseas,Ken Carson,NEW,79,1,2024-04-27
80,FTCU,Nicki Minaj,79,15,19,2024-04-27
81,Nights Like This,Future & Metro Boomin,NEW,81,1,2024-04-27
82,Soak City,310babii,71,53,18,2024-04-27
83,Tucson Too Late,Jordan Davis,80,80,7,2024-04-27
84,Wine Into Whiskey,Tucker Wetmore,82,77,4,2024-04-27
85,Halfway To Hell,Jelly Roll,84,84,2,2024-04-27
86,We Don't Trust You,Future & Metro Boomin,61,8,4,2024-04-27
87,Corazon de Piedra,Xavi,78,73,4,2024-04-27
88,Jolene,Beyonce,51,7,3,2024-04-27
89,Spin You Around (1/24),Morgan Wallen,87,24,12,2024-04-27
90,Crocodile Tearz,J. Cole,19,19,2,2024-04-27
91,Think I'm In Love With You,Chris Stapleton,NEW,91,1,2024-04-27
92,Dirt Cheap,Cody Johnson,NEW,92,1,2024-04-27
93,Bandit,Don Toliver,83,38,11,2024-04-27
94,Feel It,d4vd,NEW,94,1,2024-04-27
95,Streets Made Me A King,Future & Metro Boomin,NEW,95,1,2024-04-27
96,Home,Good Neighbours,85,77,11,2024-04-27
97,We Ride,Bryan Martin,97,96,3,2024-04-27
98,Huntin' Wabbitz,J. Cole,28,28,2,2024-04-27
99,Came To The Party,Future & Metro Boomin,NEW,99,1,2024-04-27
100,Nobody Knows My Struggle,Future & Metro Boomin,NEW,100,1,2024-04-27
1,Fortnight,Taylor Swift Featuring Post Malone,NEW,1,1,2024-05-04
2,Down Bad,Taylor Swift,NEW,2,1,2024-05-04
3,I Can Do It With A Broken Heart,Taylor Swift,NEW,3,1,2024-05-04
4,The Tortured Poets Department,Taylor Swift,NEW,4,1,2024-05-04
5,"So Long, London",Taylor Swift,NEW,5,1,2024-05-04
6,My Boy Only Breaks His Favorite Toys,Taylor Swift,NEW,6,1,2024-05-04
7,But Daddy I Love Him,Taylor Swift,NEW,7,1,2024-05-04
8,Florida!!!,Taylor Swift Featuring Florence + The Machine,NEW,8,1,2024-05-04
9,Who's Afraid Of Little Old Me?,Taylor Swift,NEW,9,1,2024-05-04
10,Guilty As Sin?,Taylor Swift,NEW,10,1,2024-05-04
11,Fresh Out The Slammer,Taylor Swift,NEW,11,1,2024-05-04
12,loml,Taylor Swift,NEW,12,1,2024-05-04
13,The Alchemy,Taylor Swift,NEW,13,1,2024-05-04
14,The Smallest Man Who Ever Lived,Taylor Swift,NEW,14,1,2024-05-04
15,Beautiful Things,Benson Boone,3,2,14,2024-05-04
16,Too Sweet,Hozier,1,1,5,2024-05-04
17,Like That,"Future, Metro Boomin & Kendrick Lamar",2,1,5,2024-05-04
18,Lose Control,Teddy Swims,4,1,37,2024-05-04
19,Push Ups,Drake,NEW,19,1,2024-05-04
20,I Can Fix Him (No Really I Can),Taylor Swift,NEW,20,1,2024-05-04
21,Clara Bow,Taylor Swift,NEW,21,1,2024-05-04
22,Espresso,Sabrina Carpenter,7,7,2,2024-05-04
23,thanK you aIMee,Taylor Swift,NEW,23,1,2024-05-04
24,So High School,Taylor Swift,NEW,24,1,2024-05-04
25,The Black Dog,Taylor Swift,NEW,25,1,2024-05-04
26,imgonnagetyouback,Taylor Swift,NEW,26,1,2024-05-04
27,A Bar Song (Tipsy),Shaboozey,36,27,2,2024-05-04
28,Lovin On Me,Jack Harlow,6,1,24,2024-05-04
29,Saturn,SZA,10,6,9,2024-05-04
30,The Albatross,Taylor Swift,NEW,30,1,2024-05-04
31,Texas Hold 'Em,Beyonce,5,1,11,2024-05-04
32,The Prophecy,Taylor Swift,NEW,32,1,2024-05-04
33,We Can't Be Friends (Wait For Your Love),Ariana Grande,8,1,7,2024-05-04
34,I Hate It Here,Taylor Swift,NEW,34,1,2024-05-04
35,How Did It End?,Taylor Swift,NEW,35,1,2024-05-04
36,Chloe Or Sam Or Sophia Or Marcus,Taylor Swift,NEW,36,1,2024-05-04
37,Stick Season,Noah Kahan,9,9,30,2024-05-04
38,I Like The Way You Kiss Me,Artemas,12,12,5,2024-05-04
39,I Look In People's Windows,Taylor Swift,NEW,39,1,2024-05-04
40,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,11,1,35,2024-05-04
41,Cruel Summer,Taylor Swift,13,1,51,2024-05-04
42,Greedy,Tate McRae,16,3,32,2024-05-04
43,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",14,2,5,2024-05-04
44,Cassandra,Taylor Swift,NEW,44,1,2024-05-04
45,Agora Hills,Doja Cat,15,7,31,2024-05-04
46,Peter,Taylor Swift,NEW,46,1,2024-05-04
47,The Bolter,Taylor Swift,NEW,47,1,2024-05-04
48,Wanna Be,GloRilla & Megan Thee Stallion,17,11,3,2024-05-04
49,Get It Sexyy,Sexyy Red,23,20,6,2024-05-04
50,Feather,Sabrina Carpenter,21,21,21,2024-05-04
51,The Manuscript,Taylor Swift,NEW,51,1,2024-05-04
52,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,20,1,11,2024-05-04
53,FTCU,Nicki Minaj,80,15,20,2024-05-04
54,Whatever She Wants,Bryson Tiller,31,19,10,2024-05-04
55,Robin,Taylor Swift,NEW,55,1,2024-05-04
56,End Of Beginning,Djo,24,11,10,2024-05-04
57,Redrum,21 Savage,25,5,15,2024-05-04
58,Gata Only,FloyyMenor X Cris Mj,27,27,6,2024-05-04
59,Yeah Glo!,GloRilla,32,32,11,2024-05-04
60,Austin,Dasha,28,28,7,2024-05-04
61,Never Lose Me,Flo Milli,33,15,19,2024-05-04
62,"Good Luck, Babe!",Chappell Roan,44,44,3,2024-05-04
63,Act II: Date @ 8,4batz Featuring Drake,30,7,16,2024-05-04
64,Made For Me,Muni Long,35,20,15,2024-05-04
65,Where It Ends,Bailey Zimmerman,38,32,17,2024-05-04
66,Tell Ur Girlfriend,Lay Bankz,58,58,2,2024-05-04
67,FE!N,Travis Scott Featuring Playboi Carti,45,5,25,2024-05-04
68,Wild Ones,Jessie Murph & Jelly Roll,46,35,29,2024-05-04
69,Slow It Down,Benson Boone,49,40,5,2024-05-04
70,Cinderella,"Future, Metro Boomin & Travis Scott",37,6,5,2024-05-04
71,Wildflowers And Wild Horses,Lainey Wilson,50,48,13,2024-05-04
72,Hell N Back,Bakar Featuring Summer Walker,53,53,3,2024-05-04
73,Back Then Right Now,Tyler Hubbard,62,62,6,2024-05-04
74,Obsessed,Olivia Rodrigo,42,14,5,2024-05-04
75,Get In With Me,BossMan Dlow,52,49,12,2024-05-04
76,Wind Up Missin' You,Tucker Wetmore,75,75,4,2024-05-04
77,Mmhmm,BigXthaPlug,63,63,18,2024-05-04
78,Illusion,Dua Lipa,43,43,2,2024-05-04
79,Bulletproof,Nate Smith,64,64,3,2024-05-04
80,Enough (Miami),Cardi B,55,9,6,2024-05-04
81,Everybody,Nicki Minaj Featuring Lil Uzi Vert,65,24,20,2024-05-04
82,Scared To Start,Michael Marcagi,56,54,10,2024-05-04
83,La Diabla,Xavi,57,20,19,2024-05-04
84,II Most Wanted,Beyonce & Miley Cyrus,47,6,4,2024-05-04
85,Cry,Benson Boone,69,60,3,2024-05-04
86,Outskirts,Sam Hunt,66,66,7,2024-05-04
87,Tu Name,Fuerza Regida,68,66,10,2024-05-04
88,We Still Don't Trust You,"Future, Metro Boomin & The Weeknd",22,22,2,2024-05-04
89,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",70,51,18,2024-05-04
90,Let's Go,Key Glock & Young Dolph,59,59,7,2024-05-04
91,23,Chayce Beckham,74,45,17,2024-05-04
92,Tucson Too Late,Jordan Davis,83,80,8,2024-05-04
93,Halfway To Hell,Jelly Roll,85,84,3,2024-05-04
94,Praise Jah In The Moonlight,YG Marley,76,34,13,2024-05-04
95,Feel It,d4vd,94,94,2,2024-05-04
96,Us Vs. Them,$uicideboy$,NEW,96,1,2024-05-04
97,Wine Into Whiskey,Tucker Wetmore,84,77,5,2024-05-04
98,Spin You Around (1/24),Morgan Wallen,89,24,13,2024-05-04
99,Soak City,310babii,82,53,19,2024-05-04
100,Selfish,Justin Timberlake,60,19,13,2024-05-04
1,Fortnight,Taylor Swift Featuring Post Malone,1,1,2,2024-05-11
2,Million Dollar Baby,Tommy Richman,NEW,2,1,2024-05-11
3,A Bar Song (Tipsy),Shaboozey,27,3,3,2024-05-11
4,Espresso,Sabrina Carpenter,22,4,3,2024-05-11
5,Beautiful Things,Benson Boone,15,2,15,2024-05-11
6,Lose Control,Teddy Swims,18,1,38,2024-05-11
7,Too Sweet,Hozier,16,1,6,2024-05-11
8,Like That,"Future, Metro Boomin & Kendrick Lamar",17,1,6,2024-05-11
9,I Can Do It With A Broken Heart,Taylor Swift,3,3,2,2024-05-11
10,Down Bad,Taylor Swift,2,2,2,2024-05-11
11,Euphoria,Kendrick Lamar,NEW,11,1,2024-05-11
12,Saturn,SZA,29,6,10,2024-05-11
13,Who's Afraid Of Little Old Me?,Taylor Swift,9,9,2,2024-05-11
14,"So Long, London",Taylor Swift,5,5,2,2024-05-11
15,Lovin On Me,Jack Harlow,28,1,25,2024-05-11
16,My Boy Only Breaks His Favorite Toys,Taylor Swift,6,6,2,2024-05-11
17,Push Ups,Drake,19,17,2,2024-05-11
18,But Daddy I Love Him,Taylor Swift,7,7,2,2024-05-11
19,We Can't Be Friends (Wait For Your Love),Ariana Grande,33,1,8,2024-05-11
20,Florida!!!,Taylor Swift Featuring Florence + The Machine,8,8,2,2024-05-11
21,The Tortured Poets Department,Taylor Swift,4,4,2,2024-05-11
22,Guilty As Sin?,Taylor Swift,10,10,2,2024-05-11
23,Stick Season,Noah Kahan,37,9,31,2024-05-11
24,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,40,1,36,2024-05-11
25,Texas Hold 'Em,Beyonce,31,1,12,2024-05-11
26,I Like The Way You Kiss Me,Artemas,38,12,6,2024-05-11
27,Greedy,Tate McRae,42,3,33,2024-05-11
28,Cruel Summer,Taylor Swift,41,1,52,2024-05-11
29,Feather,Sabrina Carpenter,50,21,22,2024-05-11
30,The Smallest Man Who Ever Lived,Taylor Swift,14,14,2,2024-05-11
31,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",43,2,6,2024-05-11
32,Get It Sexyy,Sexyy Red,49,20,7,2024-05-11
33,Agora Hills,Doja Cat,45,7,32,2024-05-11
34,Wanna Be,GloRilla & Megan Thee Stallion,48,11,4,2024-05-11
35,Fresh Out The Slammer,Taylor Swift,11,11,2,2024-05-11
36,loml,Taylor Swift,12,12,2,2024-05-11
37,The Alchemy,Taylor Swift,13,13,2,2024-05-11
38,Yeah Glo!,GloRilla,59,32,12,2024-05-11
39,End Of Beginning,Djo,56,11,11,2024-05-11
40,I Can Fix Him (No Really I Can),Taylor Swift,20,20,2,2024-05-11
41,Whatever She Wants,Bryson Tiller,54,19,11,2024-05-11
42,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,52,1,12,2024-05-11
43,Austin,Dasha,60,28,8,2024-05-11
44,Gata Only,FloyyMenor X Cris Mj,58,27,7,2024-05-11
45,Never Lose Me,Flo Milli,61,15,20,2024-05-11
46,Redrum,21 Savage,57,5,16,2024-05-11
47,So High School,Taylor Swift,24,24,2,2024-05-11
48,"Good Luck, Babe!",Chappell Roan,62,44,4,2024-05-11
49,imgonnagetyouback,Taylor Swift,26,26,2,2024-05-11
50,Where It Ends,Bailey Zimmerman,65,32,18,2024-05-11
51,The Black Dog,Taylor Swift,25,25,2,2024-05-11
52,Clara Bow,Taylor Swift,21,21,2,2024-05-11
53,Act II: Date @ 8,4batz Featuring Drake,63,7,17,2024-05-11
54,Made For Me,Muni Long,64,20,16,2024-05-11
55,Wildflowers And Wild Horses,Lainey Wilson,71,48,14,2024-05-11
56,The Prophecy,Taylor Swift,32,32,2,2024-05-11
57,Wild Ones,Jessie Murph & Jelly Roll,68,35,30,2024-05-11
58,Tell Ur Girlfriend,Lay Bankz,66,58,3,2024-05-11
59,thanK you aIMee,Taylor Swift,23,23,2,2024-05-11
60,FE!N,Travis Scott Featuring Playboi Carti,67,5,26,2024-05-11
61,Slow It Down,Benson Boone,69,40,6,2024-05-11
62,How Did It End?,Taylor Swift,35,35,2,2024-05-11
63,Adivino,Myke Towers & Bad Bunny,NEW,63,1,2024-05-11
64,The Albatross,Taylor Swift,30,30,2,2024-05-11
65,Back Then Right Now,Tyler Hubbard,73,62,7,2024-05-11
66,I Hate It Here,Taylor Swift,34,34,2,2024-05-11
67,Obsessed,Olivia Rodrigo,74,14,6,2024-05-11
68,Hell N Back,Bakar Featuring Summer Walker,72,53,4,2024-05-11
69,Chloe Or Sam Or Sophia Or Marcus,Taylor Swift,36,36,2,2024-05-11
70,Bulletproof,Nate Smith,79,64,4,2024-05-11
71,I Look In People's Windows,Taylor Swift,39,39,2,2024-05-11
72,Illusion,Dua Lipa,78,43,3,2024-05-11
73,Get In With Me,BossMan Dlow,75,49,13,2024-05-11
74,Okay,JT,NEW,74,1,2024-05-11
75,The Bolter,Taylor Swift,47,47,2,2024-05-11
76,Cinderella,"Future, Metro Boomin & Travis Scott",70,6,6,2024-05-11
77,Scared To Start,Michael Marcagi,82,54,11,2024-05-11
78,Peter,Taylor Swift,46,46,2,2024-05-11
79,Mmhmm,BigXthaPlug,77,63,19,2024-05-11
80,Wind Up Missin' You,Tucker Wetmore,76,75,5,2024-05-11
81,Enough (Miami),Cardi B,80,9,7,2024-05-11
82,Cassandra,Taylor Swift,44,44,2,2024-05-11
83,Halfway To Hell,Jelly Roll,93,83,4,2024-05-11
84,La Diabla,Xavi,83,20,20,2024-05-11
85,Tu Name,Fuerza Regida,87,66,11,2024-05-11
86,Outskirts,Sam Hunt,86,66,8,2024-05-11
87,Belong Together,Mark Ambor,NEW,87,1,2024-05-11
88,23,Chayce Beckham,91,45,18,2024-05-11
89,II Most Wanted,Beyonce & Miley Cyrus,84,6,5,2024-05-11
90,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",89,51,19,2024-05-11
91,Tucson Too Late,Jordan Davis,92,80,9,2024-05-11
92,Bandit,Don Toliver,RE- ENTRY,38,12,2024-05-11
93,We Ride,Bryan Martin,RE- ENTRY,93,4,2024-05-11
94,Dirt Cheap,Cody Johnson,RE- ENTRY,92,2,2024-05-11
95,Cry,Benson Boone,85,60,4,2024-05-11
96,Wine Into Whiskey,Tucker Wetmore,97,77,6,2024-05-11
97,Feel It,d4vd,95,94,3,2024-05-11
98,Spin You Around (1/24),Morgan Wallen,98,24,14,2024-05-11
99,The Manuscript,Taylor Swift,51,51,2,2024-05-11
100,Let's Go,Key Glock & Young Dolph,90,59,8,2024-05-11
1,Not Like Us,Kendrick Lamar,NEW,1,1,2024-05-18
2,Million Dollar Baby,Tommy Richman,2,2,2,2024-05-18
3,Euphoria,Kendrick Lamar,11,3,2,2024-05-18
4,Fortnight,Taylor Swift Featuring Post Malone,1,1,3,2024-05-18
5,A Bar Song (Tipsy),Shaboozey,3,3,4,2024-05-18
6,Like That,"Future, Metro Boomin & Kendrick Lamar",8,1,7,2024-05-18
7,Family Matters,Drake,NEW,7,1,2024-05-18
8,Espresso,Sabrina Carpenter,4,4,4,2024-05-18
9,Beautiful Things,Benson Boone,5,2,16,2024-05-18
10,Lose Control,Teddy Swims,6,1,39,2024-05-18
11,Too Sweet,Hozier,7,1,7,2024-05-18
12,Meet The Grahams,Kendrick Lamar,NEW,12,1,2024-05-18
13,Saturn,SZA,12,6,11,2024-05-18
14,We Can't Be Friends (Wait For Your Love),Ariana Grande,19,1,9,2024-05-18
15,I Can Do It With A Broken Heart,Taylor Swift,9,3,3,2024-05-18
16,Down Bad,Taylor Swift,10,2,3,2024-05-18
17,Push Ups,Drake,17,17,3,2024-05-18
18,Lovin On Me,Jack Harlow,15,1,26,2024-05-18
19,Stick Season,Noah Kahan,23,9,32,2024-05-18
20,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,24,1,37,2024-05-18
21,Get It Sexyy,Sexyy Red,32,20,8,2024-05-18
22,Feather,Sabrina Carpenter,29,21,23,2024-05-18
23,I Like The Way You Kiss Me,Artemas,26,12,7,2024-05-18
24,Cruel Summer,Taylor Swift,28,1,53,2024-05-18
25,Greedy,Tate McRae,27,3,34,2024-05-18
26,Who's Afraid Of Little Old Me?,Taylor Swift,13,9,3,2024-05-18
27,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",31,2,7,2024-05-18
28,"So Long, London",Taylor Swift,14,5,3,2024-05-18
29,Yeah Glo!,GloRilla,38,29,13,2024-05-18
30,But Daddy I Love Him,Taylor Swift,18,7,3,2024-05-18
31,My Boy Only Breaks His Favorite Toys,Taylor Swift,16,6,3,2024-05-18
32,Agora Hills,Doja Cat,33,7,33,2024-05-18
33,Florida!!!,Taylor Swift Featuring Florence + The Machine,20,8,3,2024-05-18
34,Austin,Dasha,43,28,9,2024-05-18
35,Guilty As Sin?,Taylor Swift,22,10,3,2024-05-18
36,Texas Hold 'Em,Beyonce,25,1,13,2024-05-18
37,Miles On It,Marshmello & Kane Brown,NEW,37,1,2024-05-18
38,The Tortured Poets Department,Taylor Swift,21,4,3,2024-05-18
39,End Of Beginning,Djo,39,11,12,2024-05-18
40,Wanna Be,GloRilla & Megan Thee Stallion,34,11,5,2024-05-18
41,Whatever She Wants,Bryson Tiller,41,19,12,2024-05-18
42,Cowgirls,Morgan Wallen Featuring ERNEST,RE- ENTRY,40,21,2024-05-18
43,Redrum,21 Savage,46,5,17,2024-05-18
44,Never Lose Me,Flo Milli,45,15,21,2024-05-18
45,Where It Ends,Bailey Zimmerman,50,32,19,2024-05-18
46,"Good Luck, Babe!",Chappell Roan,48,44,5,2024-05-18
47,Act II: Date @ 8,4batz Featuring Drake,53,7,18,2024-05-18
48,Gata Only,FloyyMenor X Cris Mj,44,27,8,2024-05-18
49,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,42,1,13,2024-05-18
50,Illusion,Dua Lipa,72,43,4,2024-05-18
51,The Smallest Man Who Ever Lived,Taylor Swift,30,14,3,2024-05-18
52,Slow It Down,Benson Boone,61,40,7,2024-05-18
53,loml,Taylor Swift,36,12,3,2024-05-18
54,Fresh Out The Slammer,Taylor Swift,35,11,3,2024-05-18
55,Made For Me,Muni Long,54,20,17,2024-05-18
56,The Alchemy,Taylor Swift,37,13,3,2024-05-18
57,Wild Ones,Jessie Murph & Jelly Roll,57,35,31,2024-05-18
58,FE!N,Travis Scott Featuring Playboi Carti,60,5,27,2024-05-18
59,Obsessed,Olivia Rodrigo,67,14,7,2024-05-18
60,Wildflowers And Wild Horses,Lainey Wilson,55,48,15,2024-05-18
61,Get In With Me,BossMan Dlow,73,49,14,2024-05-18
62,imgonnagetyouback,Taylor Swift,49,26,3,2024-05-18
63,I Can Fix Him (No Really I Can),Taylor Swift,40,20,3,2024-05-18
64,Bulletproof,Nate Smith,70,64,5,2024-05-18
65,So High School,Taylor Swift,47,24,3,2024-05-18
66,Tell Ur Girlfriend,Lay Bankz,58,58,4,2024-05-18
67,The Black Dog,Taylor Swift,51,25,3,2024-05-18
68,Back Then Right Now,Tyler Hubbard,65,62,8,2024-05-18
69,Hell N Back,Bakar Featuring Summer Walker,68,53,5,2024-05-18
70,Clara Bow,Taylor Swift,52,21,3,2024-05-18
71,Tucson Too Late,Jordan Davis,91,71,10,2024-05-18
72,Bandit,Don Toliver,92,38,13,2024-05-18
73,Mmhmm,BigXthaPlug,79,63,20,2024-05-18
74,Scared To Start,Michael Marcagi,77,54,12,2024-05-18
75,Enough (Miami),Cardi B,81,9,8,2024-05-18
76,Halfway To Hell,Jelly Roll,83,76,5,2024-05-18
77,The Prophecy,Taylor Swift,56,32,3,2024-05-18
78,Cinderella,"Future, Metro Boomin & Travis Scott",76,6,7,2024-05-18
79,Training Season,Dua Lipa,RE- ENTRY,27,10,2024-05-18
80,Wind Up Missin' You,Tucker Wetmore,80,75,6,2024-05-18
81,How Did It End?,Taylor Swift,62,35,3,2024-05-18
82,We Ride,Bryan Martin,93,82,5,2024-05-18
83,Dirt Cheap,Cody Johnson,94,83,3,2024-05-18
84,Belong Together,Mark Ambor,87,84,2,2024-05-18
85,Outskirts,Sam Hunt,86,66,9,2024-05-18
86,Si No Quieres No,Luis R Conriquez x Neton Vega,NEW,86,1,2024-05-18
87,Tu Name,Fuerza Regida,85,66,12,2024-05-18
88,thanK you aIMee,Taylor Swift,59,23,3,2024-05-18
89,The Albatross,Taylor Swift,64,30,3,2024-05-18
90,23,Chayce Beckham,88,45,19,2024-05-18
91,Adivino,Myke Towers & Bad Bunny,63,63,2,2024-05-18
92,Wine Into Whiskey,Tucker Wetmore,96,77,7,2024-05-18
93,II Most Wanted,Beyonce & Miley Cyrus,89,6,6,2024-05-18
94,I Hate It Here,Taylor Swift,66,34,3,2024-05-18
95,Whatsapp (Wassam),Gunna,NEW,95,1,2024-05-18
96,Spin You Around (1/24),Morgan Wallen,98,24,15,2024-05-18
97,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",90,51,20,2024-05-18
98,Let's Go,Key Glock & Young Dolph,100,59,9,2024-05-18
99,Take Her Home,Kenny Chesney,NEW,99,1,2024-05-18
100,Chloe Or Sam Or Sophia Or Marcus,Taylor Swift,69,36,3,2024-05-18
1,I Had Some Help,Post Malone Featuring Morgan Wallen,NEW,1,1,2024-05-25
2,Not Like Us,Kendrick Lamar,1,1,2,2024-05-25
3,Million Dollar Baby,Tommy Richman,2,2,3,2024-05-25
4,A Bar Song (Tipsy),Shaboozey,5,3,5,2024-05-25
5,Beautiful Things,Benson Boone,9,2,17,2024-05-25
6,Lose Control,Teddy Swims,10,1,40,2024-05-25
7,Like That,"Future, Metro Boomin & Kendrick Lamar",6,1,8,2024-05-25
8,Fortnight,Taylor Swift Featuring Post Malone,4,1,4,2024-05-25
9,Espresso,Sabrina Carpenter,8,4,5,2024-05-25
10,Too Sweet,Hozier,11,1,8,2024-05-25
11,Euphoria,Kendrick Lamar,3,3,3,2024-05-25
12,Saturn,SZA,13,6,12,2024-05-25
13,We Can't Be Friends (Wait For Your Love),Ariana Grande,14,1,10,2024-05-25
14,I Can Do It With A Broken Heart,Taylor Swift,15,3,4,2024-05-25
15,Stick Season,Noah Kahan,19,9,33,2024-05-25
16,Down Bad,Taylor Swift,16,2,4,2024-05-25
17,Lovin On Me,Jack Harlow,18,1,27,2024-05-25
18,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,20,1,38,2024-05-25
19,Family Matters,Drake,7,7,2,2024-05-25
20,Cruel Summer,Taylor Swift,24,1,54,2024-05-25
21,Who's Afraid Of Little Old Me?,Taylor Swift,26,9,4,2024-05-25
22,Feather,Sabrina Carpenter,22,21,24,2024-05-25
23,Meet The Grahams,Kendrick Lamar,12,12,2,2024-05-25
24,Miles On It,Marshmello & Kane Brown,37,24,2,2024-05-25
25,Get It Sexyy,Sexyy Red,21,20,9,2024-05-25
26,One Of Wun,Gunna,NEW,26,1,2024-05-25
27,I Like The Way You Kiss Me,Artemas,23,12,8,2024-05-25
28,Yeah Glo!,GloRilla,29,28,14,2024-05-25
29,Austin,Dasha,34,28,10,2024-05-25
30,But Daddy I Love Him,Taylor Swift,30,7,4,2024-05-25
31,Cowgirls,Morgan Wallen Featuring ERNEST,42,31,22,2024-05-25
32,Greedy,Tate McRae,25,3,35,2024-05-25
33,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",27,2,8,2024-05-25
34,"So Long, London",Taylor Swift,28,5,4,2024-05-25
35,Agora Hills,Doja Cat,32,7,34,2024-05-25
36,My Boy Only Breaks His Favorite Toys,Taylor Swift,31,6,4,2024-05-25
37,Where It Ends,Bailey Zimmerman,45,32,20,2024-05-25
38,Guilty As Sin?,Taylor Swift,35,10,4,2024-05-25
39,Boa,Megan Thee Stallion,NEW,39,1,2024-05-25
40,End Of Beginning,Djo,39,11,13,2024-05-25
41,Florida!!!,Taylor Swift Featuring Florence + The Machine,33,8,4,2024-05-25
42,The Smallest Man Who Ever Lived,Taylor Swift,51,14,4,2024-05-25
43,Gata Only,FloyyMenor X Cris Mj,48,27,9,2024-05-25
44,"Good Luck, Babe!",Chappell Roan,46,44,6,2024-05-25
45,The Tortured Poets Department,Taylor Swift,38,4,4,2024-05-25
46,Whatever She Wants,Bryson Tiller,41,19,13,2024-05-25
47,Wanna Be,GloRilla & Megan Thee Stallion,40,11,6,2024-05-25
48,Push Ups,Drake,17,17,4,2024-05-25
49,Texas Hold 'Em,Beyonce,36,1,14,2024-05-25
50,Slow It Down,Benson Boone,52,40,8,2024-05-25
51,Redrum,21 Savage,43,5,18,2024-05-25
52,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,49,1,14,2024-05-25
53,Act II: Date @ 8,4batz Featuring Drake,47,7,19,2024-05-25
54,On One Tonight,Gunna,NEW,54,1,2024-05-25
55,loml,Taylor Swift,53,12,4,2024-05-25
56,Wild Ones,Jessie Murph & Jelly Roll,57,35,32,2024-05-25
57,Bulletproof,Nate Smith,64,57,6,2024-05-25
58,The Alchemy,Taylor Swift,56,13,4,2024-05-25
